folder_bucket,path,line_count,review_status,suggested_action,accuracy_risk,duplicate_findings,required_tests_before,required_tests_after
tests,tests/test_activation_plots.py,310,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_alara.py,368,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_alara_io.py,67,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_artifacts_io.py,378,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_astm_e2005.py,113,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_astm_e261.py,119,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_astm_e262.py,169,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_astm_e3376.py,88,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_attenuation.py,32,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_calibration_text.py,27,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_cli_app.py,1465,baseline-captured,refactor,low,fixture/setup consolidation candidate,relevant targeted tests,relevant targeted tests
tests,tests/test_cnf_io.py,320,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_coincidence.py,45,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_coincidence_correction.py,33,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_covers.py,670,baseline-captured,refactor,low,fixture/setup consolidation candidate,relevant targeted tests,relevant targeted tests
tests,tests/test_crosssection_library.py,29,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_csv_readers.py,44,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_data_reference_modules.py,239,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_decay_inventory.py,42,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_decay_schedule.py,48,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_detector_calibration.py,54,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_endf_covariance.py,491,baseline-captured,keep,low,fixture/setup consolidation candidate,relevant targeted tests,relevant targeted tests
tests,tests/test_epic_implementations.py,775,baseline-captured,refactor,low,fixture/setup consolidation candidate,relevant targeted tests,relevant targeted tests
tests,tests/test_fe_cd_example.py,73,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_flux_unfolding_10bin.py,60,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_flux_wire_analysis.py,45,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_flux_wire_parity.py,228,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_gamma_attenuation.py,333,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_genie_overrides.py,122,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_gls.py,27,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_gui_app.py,686,baseline-captured,refactor,low,fixture/setup consolidation candidate,relevant targeted tests,relevant targeted tests
tests,tests/test_gui_desktop_native.py,93,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_gui_native_app.py,80,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_gui_parity_registry.py,39,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_hypermet.py,304,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_iec_io.py,32,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_interop.py,260,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_io_metadata.py,61,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_irdff.py,414,baseline-captured,keep,low,fixture/setup consolidation candidate,relevant targeted tests,relevant targeted tests
tests,tests/test_irdff_access.py,339,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_isotope_name_helpers.py,40,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_iterative.py,136,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_k0_naa.py,115,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_k0_physics.py,33,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_k0_workflow.py,319,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_kayzero_k0.py,293,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_line_search.py,14,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_master_plan_goals.py,772,baseline-captured,refactor,low,fixture/setup consolidation candidate,relevant targeted tests,relevant targeted tests
tests,tests/test_master_plot_suite.py,113,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_mcmc.py,357,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_mcnp_io.py,154,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_mctal_io.py,302,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_n42.py,178,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_naa_ann.py,381,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_naa_ann_4e_dataset.py,39,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_neutron_corrections.py,205,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_njoy.py,333,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_no_external_repo_paths.py,71,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_nuclear_data.py,419,baseline-captured,keep,low,fixture/setup consolidation candidate,relevant targeted tests,relevant targeted tests
tests,tests/test_nuclear_data_sources.py,91,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_openmc_io.py,235,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_peak_background.py,26,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_peak_count_method_benchmark.py,65,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_peak_finder_methods.py,342,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_peak_finders.py,257,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_pipeline_validation.py,997,baseline-captured,refactor,low,fixture/setup consolidation candidate,relevant targeted tests,relevant targeted tests
tests,tests/test_pra_io.py,40,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_prior_covariance.py,385,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_rafm_background_integration.py,111,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_rafm_workflow.py,398,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_reconcile.py,450,baseline-captured,keep,low,fixture/setup consolidation candidate,relevant targeted tests,relevant targeted tests
tests,tests/test_reference_model_parity.py,91,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_reporting.py,280,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_rmle.py,611,baseline-captured,refactor,low,fixture/setup consolidation candidate,relevant targeted tests,relevant targeted tests
tests,tests/test_robustness.py,400,baseline-captured,keep,low,fixture/setup consolidation candidate,relevant targeted tests,relevant targeted tests
tests,tests/test_sample_model.py,23,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_self_shielding.py,205,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_sigphi.py,344,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_solvers_advanced.py,170,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_spectroscopy_tools.py,29,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_spectrum_io_parity.py,77,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_spectrum_math.py,164,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_standards_workflows.py,71,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_stopping_tools.py,18,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_tensorflow_env.py,28,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_transport_comparison_dataclasses.py,47,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_transport_io.py,244,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_uncertainty_budget.py,121,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_uncertainty_mc.py,37,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_unfold.py,410,baseline-captured,keep,low,fixture/setup consolidation candidate,relevant targeted tests,relevant targeted tests
tests,tests/test_unfold_optional_modules.py,151,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_unfolding_parity_baseline.py,96,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tests,tests/test_validation.py,507,baseline-captured,keep,low,fixture/setup consolidation candidate,relevant targeted tests,relevant targeted tests
tests,tests/test_validation_metrics.py,23,baseline-captured,keep,low,none flagged yet,relevant targeted tests,relevant targeted tests
tools,tools/build_native_bundle.py,108,baseline-captured,keep,low,none flagged yet,lint + path/reference checks,lint + path/reference checks
tools,tools/build_offline_wheelhouse.py,59,baseline-captured,keep,low,none flagged yet,lint + path/reference checks,lint + path/reference checks
tools,tools/github_issues/create_issues.py,36,baseline-captured,refactor,low,contains workstation-specific absolute paths,lint + path/reference checks,lint + path/reference checks
tools,tools/github_issues/generate_detailed_standards_issues.py,209,baseline-captured,refactor,low,contains workstation-specific absolute paths,lint + path/reference checks,lint + path/reference checks
tools,tools/github_issues/generate_granular_gui_issues.py,155,baseline-captured,refactor,low,contains workstation-specific absolute paths,lint + path/reference checks,lint + path/reference checks
tools,tools/github_issues/generate_gui_issues.py,63,baseline-captured,refactor,low,contains workstation-specific absolute paths,lint + path/reference checks,lint + path/reference checks
tools,tools/github_issues/generate_standards_issues.py,133,baseline-captured,refactor,low,contains workstation-specific absolute paths,lint + path/reference checks,lint + path/reference checks
tools,tools/github_issues/rename_issues.py,33,baseline-captured,refactor,low,contains workstation-specific absolute paths,lint + path/reference checks,lint + path/reference checks
tools,tools/pyinstaller_launch_cli.py,19,baseline-captured,keep,low,none flagged yet,lint + path/reference checks,lint + path/reference checks
tools,tools/pyinstaller_launch_gui.py,19,baseline-captured,keep,low,none flagged yet,lint + path/reference checks,lint + path/reference checks
src/fluxforge_gui,src/fluxforge_gui/split_app.py,0,removed-from-runtime,delete,medium,removed as dev-only runtime clutter,tests/test_gui_app.py; tests/test_gui_native_app.py; tests/test_gui_desktop_native.py,tests/test_gui_app.py; tests/test_gui_native_app.py; tests/test_gui_desktop_native.py
src/fluxforge_gui,src/fluxforge_gui/_sync_probe.txt,0,removed-from-runtime,delete,medium,removed as dev-only runtime clutter,tests/test_gui_app.py; tests/test_gui_native_app.py; tests/test_gui_desktop_native.py,tests/test_gui_app.py; tests/test_gui_native_app.py; tests/test_gui_desktop_native.py
src/fluxforge_gui,src/fluxforge_gui/xyz.txt,0,removed-from-runtime,delete,medium,removed as dev-only runtime clutter,tests/test_gui_app.py; tests/test_gui_native_app.py; tests/test_gui_desktop_native.py,tests/test_gui_app.py; tests/test_gui_native_app.py; tests/test_gui_desktop_native.py
